Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
One Jump Ahead (Fighting Macraes) (Volume 4),Science Fiction : Space Opera,Mr Douglas Porter,$10.00,Fighting Macraes (Book 4),214 pages,CreateSpace Independent Publishing Platform,"December 17, 2017",English,1981281916,978-1981281916,5 x 0.5 x 8 inches,10.4 ounces
Symptoms of Allure,Science Fiction : Space Opera,Orlando Santiago Jr and Nyn Rafa,$14.99,,366 pages,CreateSpace Independent Publishing Platform,"December 18, 2017",English,198146901X,978-1981469017,5.2 x 0.8 x 8 inches,1.1 pounds
My name is Ulyana (Ukrainian Edition),Science Fiction : Space Opera,Tetiana Bila,$5.38,,54 pages,CreateSpace Independent Publishing Platform,"December 7, 2017",Ukrainian,198148311X,978-1981483112,5.5 x 0.1 x 8.5 inches,4.3 ounces
The Darkest Swarm (The Ascendium Series) (Volume 1),Science Fiction : Space Opera,Jake Durrance,$13.95,The Ascendium Series (Book 1),334 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 20, 2017",English,1981676821,978-1981676828,5 x 0.8 x 8 inches,15.4 ounces
The Rift War (The Liftsal Guardians) (Volume 4),Science Fiction : Space Opera,Alexandra Moody,$14.99,The Liftsal Guardians (Book 4),368 pages,CreateSpace Independent Publishing Platform,"December 14, 2017",English,198169515X,978-1981695157,6 x 0.9 x 9 inches,1.4 pounds
The Colors of Space,Science Fiction : Space Opera,Marion Zimmer Bradley,$8.99,,198 pages,CreateSpace Independent Publishing Platform,"December 17, 2017",English,1981794980,978-1981794980,6 x 0.4 x 9 inches,12.5 ounces
Calsufer (Starfarer Legends) (Volume 1),Science Fiction : Space Opera,Eric Magliozzi,$8.99,Starfarer Legends,228 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 1, 2017",English,1979203431,978-1979203432,5 x 0.5 x 8 inches,10.9 ounces
Fleet Insurgent (Under Jurisdiction),Science Fiction : Space Opera,Susan R. Matthews,$9.28,Under Jurisdiction (Book 8),576 pages,Baen,"December 5, 2017",English,1481482866,978-1481482868,6.1 x 1.5 x 9.2 inches,1.4 pounds
Murder on Moon Trek 1 (Outer Space Mysteries) (Volume 1),Science Fiction : Space Opera,Diane Vallere,$12.00,Outer Space Mysteries,216 pages,Polyester Press,"December 17, 2017",English,1939197406,978-1939197405,6 x 0.5 x 9 inches,13.6 ounces
The Last Wolves of Mars: New Edition (The Wolves of Space) (Volume 1),Science Fiction : Space Opera,Clark Carr,$16.50,The Wolves of Space,442 pages,Galactic Lighthouse Books; 2 edition,"December 13, 2017",English,0692818049,978-0692818046,5.5 x 1.1 x 8.5 inches,1.4 pounds
Tyche's Deceit (Tyche's Journey) (Volume 2),Science Fiction : Space Opera,Richard Parry,$14.99,Tyche's Journey,314 pages,Mondegreen,"December 6, 2017",English,0995104131,978-0995104136,6 x 0.7 x 9 inches,1.2 pounds
Attacco agli Dei (Italian Edition),Science Fiction : Space Opera,Stephen Goldin and Paola Ligabue,$13.00,,260 pages,Tektime,"December 29, 2017",Italian,8873044603,978-8873044604,5.5 x 0.6 x 8.5 inches,14.1 ounces
Skydark (Cronache di una Guerra Galattica Vol. 3) (Volume 3) (Italian Edition),Science Fiction : Space Opera,Gianluca Ranieri Bandini,$9.99,Cronache di una Guerra Galattica (Book 3),218 pages,CreateSpace Independent Publishing Platform,"December 16, 2017",Italian,1981826599,978-1981826599,5.1 x 0.5 x 7.8 inches,10.4 ounces
Four in the Way (Sinners and Saints) (Volume 2),Science Fiction : Space Opera,Jeff Deischer,$10.00,Sinners and Saints,134 pages,CreateSpace Independent Publishing Platform,"December 21, 2017",English,1981946780,978-1981946785,5 x 0.3 x 8 inches,7.2 ounces
SODIUM Assault,Science Fiction : Space Opera,Stephen Arseneault,$8.99,,180 pages,CreateSpace Independent Publishing Platform; 1st edition,"December 28, 2017",English,1982097949,978-1982097943,5.5 x 0.4 x 8.5 inches,10.2 ounces
The Symbolism in the Mortalis Series,Science Fiction : Space Opera,Larry W. Cockerham,$5.95,Symbolism in the Mortalis,26 pages,CreateSpace Independent Publishing Platform,"December 30, 2017",English,1983418013,978-1983418013,5 x 0.1 x 8 inches,2.7 ounces
Invaders: The Antaran,Science Fiction : Space Opera,Vaughn Heppner,$11.99,,270 pages,CreateSpace Independent Publishing Platform,"December 13, 2017",English,1981626654,978-1981626656,6 x 0.6 x 9 inches,1 pounds
The Founding: A Gaunt's Ghosts Omnibus,Science Fiction : Space Opera,Dan Abnett,$13.98,Gaunt's Ghosts,880 pages,Games Workshop,"December 12, 2017",English,1784966177,978-1784966171,5.1 x 2.2 x 7.8 inches,1.3 pounds
Power of the U'Tanse (U'Tanse Branch of the Project Saga),Science Fiction : Space Opera,Henry Melton,$14.99,U'Tanse Branch of the Project Saga (Book 4),278.0 pages,Wire Rim Books,"December 20, 2017",English,1935236695,978-1935236696,6 x 0.6 x 9 inches,14.6 ounces
Odysseus Awakening (Odyssey One),Science Fiction : Space Opera,Evan Currie,$5.99,Odyssey One (Book 6),320 pages,47North,"December 12, 2017",English,1542048478,978-1542048477,5.5 x 1 x 8.2 inches,11.7 ounces
The Actrix Stone: Global Reach,Science Fiction : Space Opera,Rose Langshaw and Kane Langshaw,$17.99,The Actrix Stone (Book 1),478 pages,LangaArts Pty Ltd,"December 17, 2017",English,0648193810,978-0648193814,6 x 1.1 x 9 inches,1.4 pounds
