ID,Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
3814,Fugitives from Earth,Science Fiction - Space Opera,Brad Wheeler,$15.99,,440.0,Createspace Independent Publishing Platform,October 2011,,1466475277,9781466475274,7.99 x 5 x 0.98 inches,1.05 pounds
3815,Clock Jumpers Three  :  The J. Lynn Connection,Science Fiction - Space Opera,Kj Nivin,$5.38,,96.0,Createspace,October 2011,,1466430788,9781466430785,7.81 x 5.06 x 0.2 inches,0.22 pounds
3816,Unfriendly Persuasion - A Tale from the Arbiter Chronicles,Science Fiction - Space Opera,Steven H. Wilson,$20.00,,428.0,Firebringer Press,October 2011,,0977385132,9780977385133,8.5 x 5.5 x 0.95 inches,1.19 pounds
3817,Outer Diverse,Science Fiction - Space Opera,Nina Munteanu,$19.95,,324.0,Starfire World Syndicate,October 2011,,0982378335,9780982378335,9 x 6 x 0.68 inches,0.96 pounds
3818,The Adventures of Amanda Love,Science Fiction - Space Opera,Michael Angel and Devlin Church,$14.95,,340.0,Createspace,October 2011,,1466396709,9781466396708,8 x 5.25 x 0.76 inches,0.85 pounds
3819,Stingray  :  You Can't Hide Forever,Science Fiction - Space Opera,Gary Zeiger,$12.95,,184.0,"""Tholianweb Productions, Inc.""",October 2011,,1935852000,9781935852001,9 x 6 x 0.42 inches,0.61 pounds
3820,Hull Zero Three,Science Fiction - Space Opera,Greg Bear,$15.00,,336.0,Orbit,October 2011,,031607280X,9780316072809,8.16 x 5.44 x 0.9 inches,0.63 pounds
3821,Starman Jones,Science Fiction - Space Opera,Robert A. Heinlein,$13.00,,233.0,Baen Books,October 2011,,1451637497,9781451637496,9.2 x 6.1 x 0.7 inches,0.6 pounds
3822,Beyond Pluto & Artery of Fire,Science Fiction - Space Opera,John S. Campbell and Thomas N. Scortia,$12.95,,218.0,Armchair Fiction & Music,October 2011,,1612870546,9781612870540,7.99 x 5.24 x 0.5 inches,0.56 pounds
3823,Pandora,Science Fiction - Space Opera,Vince Churchill,$15.95,,278.0,Northern Frights Publishing,October 2011,,0986877735,9780986877735,8 x 5.25 x 0.63 inches,0.7 pounds
3824,The Deacon's Tale  :  A Sword of the Stars Novel,Science Fiction - Space Opera,Arinn Dembo,$9.99,,276.0,Kthonia Press,October 2011,,0987749609,9780987749604,9 x 6 x 0.64 inches,0.92 pounds
3825,The Crystal Variation,Science Fiction - Space Opera,Sharon Lee and Miller Steve,$13.00,,1185.0,Baen Books,September 2011,,1439134634,9781439134634,7.7 x 4.9 x 2.1 inches,1.5 pounds
3826,The Iron Admiral  :  Deception,Science Fiction - Space Opera,Greta Van Der Rol,$9.99,,230.0,Createspace,September 2011,,1495345947,9781495345944,9.02 x 5.98 x 0.52 inches,0.75 pounds
3827,"""Star Trek  :  The Next Generation: Time ,1: A Time to""",Science Fiction - Space Opera,John Vornholt,$16.99,,304.0,Gallery Books,September 2011,,1451655576,9781451655575,8 x 4.9 x 0.8 inches,0.7 pounds
3828,"""Battle for Proxima (Star Crusades, Book 4)""",Science Fiction - Space Opera,Michael G. Thomas,$15.99,,372.0,Swordworks,September 2011,,1906512795,9781906512798,8 x 5.25 x 0.83 inches,0.93 pounds
3829,Bad Faith  :  The Guardians (Book 1),Science Fiction - Space Opera,E. R. Paskey,$17.99,,464.0,E Minor Press,September 2011,,1937595005,9781937595005,9 x 6 x 0.94 inches,1.36 pounds
3830,Miscorrection  :  Preludes,Science Fiction - Space Opera,Desmond Shepherd,$9.99,,210.0,Createspace,September 2011,,1490314717,9781490314716,9 x 6 x 0.44 inches,0.63 pounds
3831,Astra  :  The Harrowing,Science Fiction - Space Opera,Lisa Eskra,$19.99,,576.0,Createspace,September 2011,,1456433571,9781456433574,9 x 6 x 1.28 inches,1.84 pounds
3832,The Crimes of Carmen - The Play  :  Was It Conspiracy or Circumstance?,Science Fiction - Space Opera,K. Leslie Graves,$5.99,,116.0,Createspace Independent Publishing Platform,September 2011,,1466301724,9781466301726,8.5 x 5.5 x 0.24 inches,0.32 pounds
3833,The Cage of Zeus,Science Fiction - Space Opera,Sayuri Ueda and Takami Nieda and Tatsuyuki Tanaka,$14.99,,279.0,Haikasoru,September 2011,,1421540037,9781421540030,8 x 5.31 x 0.8 inches,0.59 pounds
3834,Flood Waters Rising,Science Fiction - Space Opera,E. M. a. Hirst,$17.00,,480.0,Createspace Independent Publishing Platform,September 2011,,1463755759,9781463755751,8.5 x 5.51 x 0.97 inches,1.21 pounds
3835,Empire of the Gods,Science Fiction - Space Opera,David Stag,$12.99,,348.0,Createspace Independent Publishing Platform,September 2011,,1466301384,9781466301382,9 x 6 x 0.72 inches,1.03 pounds
3836,Morgan's Choice,Science Fiction - Space Opera,Greta Van Der Rol,$10.99,,262.0,Createspace Independent Publishing Platform,September 2011,,1495329569,9781495329562,9 x 6 x 0.59 inches,0.86 pounds
3837,The Dying Planet,Science Fiction - Space Opera,J. Chandler Nash,$23.95,,424.0,iUniverse,August 2011,,1462037534,9781462037537,8.5 x 5.51 x 0.86 inches,1.08 pounds
3838,The 25th Colony,Science Fiction - Space Opera,Larry Rhodes,$18.95,,304.0,iUniverse,August 2011,,1462044514,9781462044511,9 x 6 x 0.68 inches,0.99 pounds
3839,Time Will Tell,Science Fiction - Space Opera,Eddie Upnick,$9.95,,226.0,Createspace Independent Publishing Platform,August 2011,,1463790066,9781463790066,8.5 x 5.5 x 0.48 inches,0.59 pounds
3840,Lanyon for Hire,Science Fiction - Space Opera,John Paulits,$12.95,,176.0,Champagne Books,August 2011,,1926996577,9781926996578,8.5 x 5.5 x 0.38 inches,0.46 pounds
3841,Mission Zero,Science Fiction - Space Opera,S. J. MacDonald,$12.99,,236.0,Createspace Independent Publishing Platform,August 2011,,1463758553,9781463758554,9.02 x 5.98 x 0.54 inches,0.77 pounds
3842,A Breath of Hope,Science Fiction - Space Opera,Robert Taylor,$11.99,,316.0,Createspace,August 2011,,1463786190,9781463786199,8 x 5 x 0.71 inches,0.76 pounds
3843,Acid Bath,Science Fiction - Space Opera,Vaseleos Garson and Herman Vestal,$10.95,,26.0,Createspace Independent Publishing Platform,August 2011,,1463792840,9781463792848,8 x 5 x 0.05 inches,0.08 pounds
3844,Adventures of Obsession -- The Beginning  :  Pirate to Patriot,Science Fiction - Space Opera,Allen R. Gale,$12.95,,300.0,Createspace Independent Publishing Platform,August 2011,,1463643985,9781463643980,9.02 x 5.98 x 0.63 inches,0.89 pounds
3845,Castaway on Temurlone  :  Universe of Miracles,Science Fiction - Space Opera,David Wesley Hill,$12.95,,296.0,Temurlone Press,August 2011,,0983611718,9780983611714,8.5 x 5.51 x 0.62 inches,0.76 pounds
3846,Tarizon  :  Civil War,Science Fiction - Space Opera,William Manchee,$12.00,,340.0,"""Top Publications, Ltd.""",August 2011,,1929976909,9781929976904,8.5 x 5.51 x 0.76 inches,0.95 pounds
3847,Invaders from the Infinite,Science Fiction - Space Opera,Jr. John W. Campbell,$10.99,,166.0,Spastic Cat Press,July 2011,,1612039189,9781612039183,9 x 6 x 0.35 inches,0.51 pounds
3848,"""Fires of Prometheus (Star Crusades, Book 3)""",Science Fiction - Space Opera,Michael G. Thomas,$13.99,,306.0,Swordworks,July 2011,,1906512779,9781906512774,8 x 5.25 x 0.69 inches,0.77 pounds
3849,The Cosmic Lottery,Science Fiction - Space Opera,Brian Sheehan,$12.99,,322.0,Createspace Independent Publishing Platform,July 2011,,1461069939,9781461069935,7.99 x 5 x 0.72 inches,0.77 pounds
3850,The Machine  :  Temple of the Exploding Head Saga,Science Fiction - Space Opera,Ren Garcia and Carol Phillips and Fantasio,$14.95,,322.0,"""Loconeal Publishing, LLC""",July 2011,,0982565356,9780982565353,8.5 x 5.51 x 0.67 inches,0.82 pounds
3851,Islands of Space,Science Fiction - Space Opera,John W. Jr. Campbell,$11.99,,162.0,Spastic Cat Press,July 2011,,1612039197,9781612039190,9.02 x 5.98 x 0.35 inches,0.5 pounds
3852,Red Sky Radio,Science Fiction - Space Opera,Matt Howarth,$15.00,,256.0,Merry Blacksmith Press,July 2011,,0615520693,9780615520698,9 x 6 x 0.54 inches,0.76 pounds
3853,Forsaken  :  Searching for God's Fingerprints,Science Fiction - Space Opera,Richard D. Bangs,$18.95,,312.0,iUniverse,July 2011,,1462032303,9781462032303,7.99 x 5 x 0.7 inches,0.75 pounds
3854,The Land of the Changing Sun,Science Fiction - Space Opera,William N. Harben,$10.99,,116.0,Bottom of the Hill Publishing,July 2011,,1612032729,9781612032726,9 x 6 x 0.24 inches,0.36 pounds
3855,Ghosts of War  :  A Tale of the Ghost,Science Fiction - Space Opera,George Mann,$17.00,,232.0,Pyr,July 2011,,1616143673,9781616143671,9.01 x 6.09 x 0.62 inches,0.57 pounds
3856,Hell Ship,Science Fiction - Space Opera,Philip Palmer,$13.99,,455.0,Orbit,July 2011,,031612513X,9780316125130,8.23 x 5.56 x 1.27 inches,0.89 pounds
3857,Deep Screams,Science Fiction - Space Opera,G. R. Holton,$11.99,,248.0,World Castle Publishing,July 2011,,1937085074,9781937085070,9 x 6 x 0.56 inches,0.81 pounds
3858,The Time Warriors the Voalox Horror,Science Fiction - Space Opera,Owen Quinn,$19.33,,576.0,Createspace Independent Publishing Platform,July 2011,,1461154502,9781461154501,7.99 x 5.24 x 1.17 inches,1.3 pounds
3859,Guardians of Destiny  :  The Specter of War,Science Fiction - Space Opera,Angela Nicole Parker,$11.97,,310.0,Createspace,July 2011,,1463658109,9781463658106,9 x 6 x 0.65 inches,0.92 pounds
3860,Mind Game,Science Fiction - Space Opera,R. L. Copple,$12.49,,182.0,Createspace,July 2011,,1463777337,9781463777333,9 x 6 x 0.39 inches,0.55 pounds
3861,Operation  :  Square Peg & Enchantress of Venus,Science Fiction - Space Opera,Frank Belknap Long and Irving W. Lande and Leigh Brackett,$12.95,,218.0,Armchair Fiction & Music,June 2011,,1612870333,9781612870335,7.99 x 5.24 x 0.5 inches,0.56 pounds
3862,"""Tears of Kerberos (Star Crusades, Book 2)""",Science Fiction - Space Opera,Michael G. Thomas,$13.99,,282.0,Swordworks,June 2011,,1906512302,9781906512309,8 x 5.25 x 0.64 inches,0.71 pounds
3863,The Human Thing,Science Fiction - Space Opera,Kathleen H. Nelson,$19.95,,296.0,Dragon Moon Press,June 2011,,1897492340,9781897492345,8.5 x 5.51 x 0.67 inches,0.83 pounds
3864,Space Slugs,Science Fiction - Space Opera,Frances Pauli,$12.95,,268.0,Createspace Independent Publishing Platform,June 2011,,1451530501,9781451530506,7.99 x 5.24 x 0.56 inches,0.62 pounds
3865,Galactic Warriors  :  The Battle for Nebulan,Science Fiction - Space Opera,James Floyd,$14.98,,52.0,Authorhouse,June 2011,,1456767348,9781456767341,9 x 6 x 0.12 inches,0.2 pounds
3866,A Glimmer of Hope,Science Fiction - Space Opera,Steve McHugh,$14.95,,,47north,April 2020,,1477817964,9781477817964,,
3867,"""Dreams of the Dark Sky  :  The Legacy of the Heavens, Book 2""",Science Fiction - Space Opera,Tina Lecount Myers,$14.99,,452.0,Night Shade Books,February 2019,,159780956X,9781597809566,,
3868,The Blackest Heart,Science Fiction - Space Opera,Brian Lee Durfee,$19.99,,800.0,Saga Press,December 2018,,1481465260,9781481465267,,
3869,The Shattered Sun,Science Fiction - Space Opera,Rachel Dunne,$16.99,,400.0,Voyager,December 2018,,0062428195,9780062428196,,
3870,A Thunder of War,Science Fiction - Space Opera,Steve McHugh,$14.95,,,47north,December 2018,,1542047048,9781542047043,,
3871,The Queen of Swords,Science Fiction - Space Opera,R. S. Belcher,$15.99,,368.0,Tor Books,November 2018,,0765390108,9780765390103,,
3872,Creatures of Want and Ruin,Fantasy - Dark Fantasy,Molly Tanzer,$16.99,,368.0,John Joseph Adams/Houghton Mifflin Harcourt,November 2018,,1328710254,9781328710253,,
3873,The Black Khan,Fantasy - Dark Fantasy,Ausma Zehanat Khan,$16.99,,384.0,Voyager,October 2018,,0062459201,9780062459206,,
3874,The Invisible Eye  :  Tales of Terror by Emile Erckmann and Louis Alexandre Chatrian (Collins Chillers),Fantasy - Dark Fantasy,Emile Erckmann and Louis Alexandre Chatrian and Hugh Lamb,$12.99,,416.0,HarperCollins,October 2018,,0008265380,9780008265380,,
3875,Priest of Bones,Fantasy - Dark Fantasy,Peter McLean,$16.00,,352.0,Ace Books,October 2018,,0451490215,9780451490216,8.25 x 5.5 x 0.84 inches,0.7 pounds
3876,Out of the Dark  :  Tales of Terror by Robert W. Chambers (Collins Chillers),Fantasy - Dark Fantasy,Robert W. Chambers and Hugh Lamb and Hugh Lamb,$12.99,,496.0,HarperCollins,October 2018,,0008265364,9780008265366,,
3877,The Best of the Best Horror of the Year  :  10 Years of Essential Short Horror Fiction,Fantasy - Dark Fantasy,Ellen Datlow,$15.99,,432.0,Night Shade Books,October 2018,,1597809837,9781597809832,,
3878,Ghosts in the House  :  Tales of Terror by A. C. Benson and R. H. Benson (Collins Chillers),Fantasy - Dark Fantasy,A. C. Benson and R. H. Benson and Hugh Lamb,$12.99,,352.0,HarperCollins,October 2018,,0008249032,9780008249038,,
3879,Black Wings of Cthulhu (Volume Six),Fantasy - Dark Fantasy,S. T. Joshi,$14.95,,,Titan Books (UK),October 2018,,1785656937,9781785656934,,0.81 pounds
3880,"""Trial by Treason  :  The Enchanter General, Book Two""",Fantasy - Dark Fantasy,Dave Duncan,$15.99,,336.0,Night Shade Books,October 2018,,1597809535,9781597809535,,
3881,The Silver Scar,Fantasy - Dark Fantasy,Betsy Dornbusch,$14.99,,320.0,Talos,October 2018,,1940456789,9781940456782,,
3882,Time's Children,Fantasy - Dark Fantasy,D. B. Jackson,$12.99,,400.0,Angry Robot,October 2018,,0857667912,9780857667915,,
3883,Creature,Fantasy - Dark Fantasy,Hunter Shea,$14.95,,256.0,Flame Tree Press,September 2018,,1787580210,9781787580213,,
3884,Daughter of the Midnight Sun - Broken Feather,Fantasy - Dark Fantasy,Deborah A. Wolf,$14.95,,,Titan Books (UK),September 2018,,1785654500,9781785654503,,0.81 pounds
3885,The Mammoth Book of Halloween Stories  :  Terrifying Tales Set on the Scariest Night of the Year!,Fantasy - Dark Fantasy,Stephen Jones,$14.99,,512.0,Skyhorse Publishing,September 2018,,1510736433,9781510736436,,
3886,Dragonglass Bowl  :  The Dream Walker's Path,Fantasy - Dark Fantasy,Caroline J. Thibeaux,$15.95,,504.0,Rare Bird Books,September 2018,,0997440724,9780997440720,,
3887,City of Crows,Fantasy - Dark Fantasy,Chris Womersley,$17.00,,384.0,Europa Editions,September 2018,,1609454707,9781609454708,,
3888,Salvation's Fire  :  After the War,Fantasy - Dark Fantasy,Justina Robson,$11.99,,420.0,Solaris,September 2018,,1781086087,9781781086087,,
3889,The Mouth of the Dark,Fantasy - Dark Fantasy,Tim Waggoner,$14.95,,256.0,Flame Tree Press,September 2018,,1787580113,9781787580114,,
3890,"""Diablo  :  The Kingdom of Shadow ,3""",Fantasy - Dark Fantasy,Richard A. Knaak,$14.95,,352.0,Blizzard Entertainment,September 2018,,1945683163,9781945683169,,
3891,Echoes  :  The Saga Anthology of Ghost Stories,Fantasy - Dark Fantasy,Ellen Datlow,$17.99,,736.0,Saga Press,September 2018,,1534413472,9781534413474,,
3892,The Siren and the Specter,Fantasy - Dark Fantasy,Jonathan Janz,$14.95,,256.0,Flame Tree Press,September 2018,,1787580059,9781787580053,,
3893,Thirteen Days by Sunset Beach,Fantasy - Dark Fantasy,Ramsey Campbell,$14.95,,256.0,Flame Tree Press,September 2018,,1787580318,9781787580312,,
3894,Darksoul,Fantasy - Dark Fantasy,Anna Stephens,$25.99,,384.0,Talos,August 2018,,1945863285,9781945863288,,
3895,"""In Truth and Claw (a Mick Oberon Job ,4)""",Fantasy - Dark Fantasy,Ari Marmell,$14.95,,336.0,Titan Books (UK),August 2018,,1785658891,9781785658891,,0.81 pounds
3896,Report to Megalopolis,Fantasy - Dark Fantasy,Tod Davies and Mike Madrid and Alex Cox,$15.95,,208.0,Exterminating Angel Press,August 2018,,1935259318,9781935259312,,
3897,Ravencry,Fantasy - Dark Fantasy,Ed McDonald,$16.00,,368.0,Ace Books,August 2018,,0399587829,9780399587825,8.25 x 5.5 x 0.91 inches,0.85 pounds
3898,A Flicker of Steel,Fantasy - Dark Fantasy,Steve McHugh,$14.95,,,47north,July 2018,,1542047080,9781542047081,,
3899,The War in the Dark,Fantasy - Dark Fantasy,Nick Setchfield,$14.95,,352.0,Titan Books (UK),July 2018,,1785657097,9781785657092,,0.81 pounds
3900,Graveyard Mind,Fantasy - Dark Fantasy,Chadwick Ginther,$17.99,,300.0,Chizine Publications,July 2018,,1771484632,9781771484633,,
3901,And Then There Were Crows,Fantasy - Dark Fantasy,Alcy Leyva,$13.99,,280.0,Black Spot Books,July 2018,,0999742329,9780999742327,8.5 x 5.5 x 0.59 inches,0.72 pounds
3902,Redemption's Blade  :  After the War,Fantasy - Dark Fantasy,Adrian Tchaikovsky,$11.99,,520.0,Solaris,July 2018,,178108579X,9781781085790,,
3903,Skin Folk  :  Stories,Fantasy - Dark Fantasy,Nalo Hopkinson,$13.99,,258.0,Open Road Media Science & Fantasy,July 2018,,1504052765,9781504052764,,
3904,Lost Gods,Fantasy - Dark Fantasy,Micah Yongo,$12.99,,400.0,Angry Robot,July 2018,,0857667378,9780857667373,,0.37 pounds
3905,Valerie and Other Stories,Fantasy - Dark Fantasy,Colin Insole,$16.95,,244.0,Snuggly Books,July 2018,,1943813671,9781943813674,8.5 x 5.51 x 0.55 inches,0.69 pounds
3906,Neverday,Fantasy - Dark Fantasy,Carlton Mellick III,$10.99,,200.0,Eraserhead Press,July 2018,,1621052648,9781621052647,7.01 x 5 x 0.46 inches,0.43 pounds
3907,Skullsworn  :  A Novel in the World of the Emperor's Blades,Fantasy - Dark Fantasy,Brian Staveley,$16.99,,320.0,Tor Books,July 2018,,0765389886,9780765389886,,
3908,Dreams of Darkness,Fantasy - Dark Fantasy,Eve Langlais,$14.99,,306.0,Eve Langlais,July 2018,,1988328934,9781988328935,7.99 x 5 x 0.69 inches,0.73 pounds
3909,Red Waters Rising,Fantasy - Dark Fantasy,Laura Anne Gilman,$16.99,,368.0,Saga Press,June 2018,,1481429752,9781481429757,,
3910,An Unkindness of Magicians,Fantasy - Dark Fantasy,Kat Howard,$15.99,,384.0,Saga Press,June 2018,,1481451200,9781481451208,,
3911,The Map of Moments  :  A Novel of the Hidden Cities,Fantasy - Dark Fantasy,Christopher Golden and Tim Lebbon,$15.99,,350.0,Diversion Publishing - Ips,June 2018,,1635761905,9781635761900,,
3912,The Mermaid,Fantasy - Dark Fantasy,Christina Henry,$16.00,,336.0,Berkley Books,June 2018,,0399584048,9780399584046,7.13 x 5.5 x 0.84 inches,0.67 pounds
3913,The Legion of Flame,Fantasy - Dark Fantasy,Anthony Ryan,$18.00,,592.0,Ace Books,June 2018,,110198791X,9781101987919,,
3914,Embracing the Demon  :  A Dale Higland Novel,Fantasy - Dark Fantasy,Beth Woodward,$16.95,,360.0,Rare Bird Books,March 2018,,1945572841,9781945572845,,
3915,Chaos Queen - Blood Requiem (Chaos Queen 3),Fantasy - Dark Fantasy,Christopher Husberg,$14.95,,400.0,Titan Books (UK),June 2018,,1783299193,9781783299195,,0.81 pounds
3916,The Traitor God,Fantasy - Dark Fantasy,Cameron Johnston,$12.99,,400.0,Angry Robot,June 2018,,0857667793,9780857667793,,
3917,The Delirium Brief  :  A Laundry Files Novel,Fantasy - Dark Fantasy,Charles Stross,$14.99,,384.0,Tor.com,June 2018,,1250196094,9781250196095,,
3918,"""Nightly Owl, Fatal Raven""",Fantasy - Dark Fantasy,Jessica McHugh,$15.95,,220.0,Raw Dog Screaming Press,June 2018,,1947879030,9781947879034,9 x 6 x 0.5 inches,0.72 pounds
3919,Winter Tide,Fantasy - Dark Fantasy,Ruthanna Emrys,$15.99,,368.0,Tor.com,June 2018,,0765398087,9780765398086,,
3920,Lilith - Blood Ink,Fantasy - Dark Fantasy,Dana Fredsti,$14.95,,336.0,Titan Books (UK),June 2018,,1785652621,9781785652622,,0.81 pounds
3921,Mogworld,Fantasy - Dark Fantasy,Yahtzee Croshaw,$12.99,,416.0,Dark Horse Books,May 2018,,1506706355,9781506706351,,
3922,White Wings Weeping,Fantasy - Dark Fantasy,Lesley Davis,$16.95,,,Bold Strokes Books,May 2018,,1635551919,9781635551914,,
3923,The Witchwood Crown,Fantasy - Dark Fantasy,Tad Williams,$18.00,,736.0,Daw Books,May 2018,,0756414393,9780756414399,9 x 6 x 1.47 inches,1.53 pounds
3924,Armed in Her Fashion,Fantasy - Dark Fantasy,Kate Heartfield,$17.99,,300.0,Chizine Publications,May 2018,,1771484527,9781771484527,,
3925,Godblind,Fantasy - Dark Fantasy,Anna Stephens,$15.99,,408.0,Talos,May 2018,,1945863064,9781945863066,,
3926,Moontide and Magic Rise,Fantasy - Dark Fantasy,Sean Russell,$20.00,,832.0,Daw Books,May 2018,,0756414105,9780756414108,9 x 6 x 1.66 inches,1.72 pounds
3927,Black Helicopters,Fantasy - Dark Fantasy,Caitlin R. Kiernan,$14.99,,208.0,Tor.com,May 2018,,1250191130,9781250191137,,
3928,Box Office Poison  :  A Linnet Ellery Novel,Fantasy - Dark Fantasy,Phillipa Bornikova,$16.99,,336.0,Tor Books,April 2018,,1250164362,9781250164360,8.2 x 5.4 x 0.8 inches,0.5 pounds
3929,The Talisman,Fantasy - Dark Fantasy,Stephen King and Peter Straub,$19.99,,784.0,Gallery Books,April 2018,,1501192272,9781501192272,,
3930,Dutchman,Fantasy - Dark Fantasy,Richard A. Knaak,$16.00,,336.0,Permuted Press,April 2018,,1682613860,9781682613863,,
3931,"""Three Men in the Dark  :  Tales of Terror by Jerome K. Jerome, Barry Pain and Robert Barr (Collins Chillers)""",Fantasy - Dark Fantasy,Jerome K. Jerome and Barry Pain and Robert Barr,$12.99,,320.0,HarperCollins,April 2018,,0008249059,9780008249052,,
3932,Whisper,Fantasy - Dark Fantasy,Krystal Jane Ruin,$12.99,,344.0,Narcissistic Rose,April 2018,,0998682276,9780998682273,8 x 5 x 0.77 inches,0.82 pounds
3933,The Nightfall Duology,Fantasy - Dark Fantasy,Mickey Zucker Reichert,$18.00,,736.0,Daw Books,April 2018,,0756414083,9780756414085,,0.81 pounds
3934,The Devil's Standoff,Fantasy - Dark Fantasy,V. S. McGrath,$16.95,,348.0,Brain Mill Press,April 2018,,1948559013,9781948559010,8.5 x 5.5 x 0.72 inches,0.89 pounds
3935,The Atrocities,Fantasy - Dark Fantasy,Jeremy C. Shipp,$10.99,,112.0,Tor.com,April 2018,,1250164397,9781250164391,,
3936,The Night Dahlia,Fantasy - Dark Fantasy,R. S. Belcher,$18.99,,368.0,Tom Doherty Associates,April 2018,,0765390124,9780765390127,9.1 x 6.1 x 0.9 inches,0.9 pounds
3937,The Barrow Will Send What It May,Fantasy - Dark Fantasy,Margaret Killjoy,$11.99,,160.0,Tor.com,April 2018,,0765397382,9780765397386,8 x 5 x 0.4 inches,0.2 pounds
3938,Ex Tenebris  :  A Dark Fantasy,Fantasy - Dark Fantasy,Cindy Mezni,$12.99,,316.0,Createspace Independent Publishing Platform,March 2018,,1986127478,9781986127479,9.02 x 5.98 x 0.66 inches,0.93 pounds
3939,The Drum of Thunder  :  The Adventure Continues,Fantasy - Dark Fantasy,Logan Harrison Crabtree,$8.00,,58.0,Createspace Independent Publishing Platform,March 2018,,1986182789,9781986182782,9 x 6 x 0.12 inches,0.2 pounds
3940,The Assassins of Light,Fantasy - Dark Fantasy,Britney Jackson,$19.99,,428.0,Createspace Independent Publishing Platform,March 2018,,1986452549,9781986452540,9.02 x 5.98 x 0.95 inches,1.38 pounds
3941,Deceived  :  Dystopian Urban Fantasy,Fantasy - Dark Fantasy,Ann Gimpel and Kate Richards,$14.99,,312.0,"""Ann Giimpel Books, LLC""",March 2018,,1948871068,9781948871068,8.5 x 5.51 x 0.65 inches,0.8 pounds
3942,Mythborn I  :  Rise of the Adepts,Fantasy - Dark Fantasy,Vijay Lakshman and Virginia Herrick and Cory Skerry,$24.95,,694.0,"""Mythborn Media, LLC""",March 2018,,1640580530,9781640580534,8 x 5 x 1.54 inches,1.65 pounds
3943,The Mud Man,Fantasy - Dark Fantasy,Rob Errera,$11.99,,258.0,Createspace Independent Publishing Platform,March 2018,,1544825358,9781544825359,8 x 5 x 0.58 inches,0.62 pounds
3944,Darkwalker 2  :  Inferno,Fantasy - Dark Fantasy,John Urbancik,$12.00,,196.0,Darkfluidity,March 2018,,0998388262,9780998388267,8 x 5 x 0.45 inches,0.48 pounds
3945,Beneath the Mists,Fantasy - Dark Fantasy,Bonnie L. Price and Thander Lin,$14.99,,310.0,Bonnie L. Price,March 2018,,0999206702,9780999206706,9 x 6 x 0.7 inches,1.01 pounds
3946,The Legendary Warslinger  :  The Haunted City,Fantasy - Dark Fantasy,Ty'ron W. C. Robinson II,$14.99,,300.0,Dark Titan Entertainment,March 2018,,0999820435,9780999820438,8.5 x 5.51 x 0.67 inches,0.84 pounds
3947,Ex Tenebris  :  Une Dark Fantasy,Fantasy - Dark Fantasy,Cindy Mezni,$13.99,,344.0,Createspace Independent Publishing Platform,March 2018,,1986130746,9781986130745,9.02 x 5.98 x 0.72 inches,1.01 pounds
3948,The Mushroom Kingdom,Fantasy - Dark Fantasy,Patrick Neal and Minnie Hernandez,$10.00,,134.0,Createspace Independent Publishing Platform,March 2018,,1986218848,9781986218849,9 x 6 x 0.29 inches,0.42 pounds
3949,Cold Love,Fantasy - Dark Fantasy,Jin Okubo,$15.00,,270.0,Createspace Independent Publishing Platform,March 2018,,1986219852,9781986219853,8 x 5 x 0.61 inches,0.65 pounds
3950,Of Life and Death,Fantasy - Dark Fantasy,A. L. Kessler,$9.99,,192.0,Createspace Independent Publishing Platform,March 2018,,198644693X,9781986446938,9.02 x 5.98 x 0.44 inches,0.64 pounds
3951,Sister Severa Takes a Lover,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,26.0,Createspace Independent Publishing Platform,March 2018,,1986520609,9781986520607,9.02 x 5.98 x 0.05 inches,0.11 pounds
3952,The Cold Eye,Fantasy - Dark Fantasy,Laura Anne Gilman,$16.99,,368.0,Saga Press,March 2018,,1481429728,9781481429726,8.2 x 5.4 x 1.1 inches,0.7 pounds
3953,Forged in Flames  :  The Lakrius Chronicle,Fantasy - Dark Fantasy,Gaja J. Kos and Boris Kos,$14.99,,400.0,Createspace Independent Publishing Platform,March 2018,,1986099032,9781986099035,9 x 6 x 0.89 inches,1.29 pounds
3954,Cyrus with the Stars,Fantasy - Dark Fantasy,Summaya N. Syed,$20.00,,94.0,Createspace Independent Publishing Platform,March 2018,,1986110699,9781986110693,8 x 5 x 0.19 inches,0.22 pounds
3955,From the Hill of Megiddo,Fantasy - Dark Fantasy,Philip Dickens,$21.73,,656.0,Createspace Independent Publishing Platform,March 2018,,1986180328,9781986180320,9 x 6 x 1.32 inches,1.9 pounds
3956,On Devil's Wings,Fantasy - Dark Fantasy,M. J. Meade,$12.95,,238.0,Createspace Independent Publishing Platform,March 2018,,1986270211,9781986270212,7.99 x 5 x 0.54 inches,0.58 pounds
3957,All Things True  :  A Young Adult Dark Fantasy Adventure,Fantasy - Dark Fantasy,Greg James,$9.99,,116.0,Createspace Independent Publishing Platform,March 2018,,1986507041,9781986507042,7.99 x 5 x 0.28 inches,0.29 pounds
3958,Strange Island Stories,Fantasy - Dark Fantasy,Jonathan E. Lewis and Jonathan E. Lewis,$19.95,,352.0,Stark House Press,March 2018,,1944520430,9781944520434,8.5 x 5.5 x 0.73 inches,0.9 pounds
3959,Borehole Bazaar,Fantasy - Dark Fantasy,Kendra Namednil,$14.99,,344.0,Quill,February 2018,,1947848178,9781947848177,8.27 x 5.51 x 0.77 inches,0.93 pounds
