Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN-10,ISBN-13,Dimensions,Weight
After the Winter,Psychological Thrillers,Guadalupe Nettel and Rosalind Harvey,$16.95,,240 pages,Coffee House Press; Reprint edition,September 4# 2018,English,1566895251,978-1566895255,5.5 x 8.2 inches,1.1 pounds
The Waiting Room,Psychological Thrillers,Emily Bleeker,$10.99,,,Lake Union Publishing,August 21# 2018,English,1503901424,978-1503901421,5.5 x 1 x 8.2 inches,1.1 pounds
Blaze: A Novel,Psychological Thrillers,Stephen King,$17.00,,320 pages,Gallery Books; Reprint edition,August 14# 2018,English,1501195913,978-1501195914,5.3 x 8.2 inches,1.1 pounds
Eleanor# or# The Rejection of the Progress of Love,Psychological Thrillers,Anna Moschovakis,$16.95,,200 pages,Coffee House Press,August 14# 2018,English,1566895081,978-1566895088,5.5 x 8.2 inches,1.1 pounds
The Trailing Spouse,Psychological Thrillers,Jo Furniss,$10.99,,,Lake Union Publishing,August 14# 2018,English,1503949214,978-1503949218,5.5 x 1 x 8.2 inches,1.1 pounds
Eat Only When You're Hungry: A Novel,Psychological Thrillers,Lindsay Hunter,$16.00,,224 pages,Picador; Reprint edition,August 14# 2018,English,1250183618,978-1250183613,,1.1 pounds
Anatomy of a Scandal: The Sunday Times bestseller everyone is talking about,Psychological Thrillers,Sarah Vaughan,$7.70,,400 pages,Simon & Schuster Ltd; Export edition,August 9# 2018,English,1471175022,978-1471175022,4.4 x 1.1 x 7 inches,1.1 pounds
The Shimmering Road,Psychological Thrillers,Hester Young,$10.29,,416 pages,G.P. Putnam's Sons; Reprint edition,August 7# 2018,English,0399574786,978-0399574788,5.5 x 0.8 x 8.2 inches,12.2 ounces
The Unforgotten: A Novel,Psychological Thrillers,Laura Powell,$16.00,,320 pages,Gallery Books; Reprint edition,August 7# 2018,English,1501184253,978-1501184253,5.3 x 8.2 inches,1.1 pounds
After Nightfall,Psychological Thrillers,A. J. Banner,$14.95,,,Lake Union Publishing,August 7# 2018,English,1503949249,978-1503949249,5.5 x 1 x 8.2 inches,1.1 pounds
With You Always,Psychological Thrillers,Rena Olsen,$15.00,,352 pages,G.P. Putnam's Sons,August 7# 2018,English,110198239X,978-1101982396,5.5 x 0.7 x 8.2 inches,10.4 ounces
Quicksand,Psychological Thrillers,Persson Malin Giolito and Rachel Broyles-Wilson,$12.47,,432 pages,Other Press,August 7# 2018,English,1590519477,978-1590519479,,13 ounces
The Party,Psychological Thrillers,Elizabeth Day,$15.99,,304 pages,Back Bay Books; Reprint edition,August 7# 2018,English,0316556769,978-0316556767,,1.1 pounds
Under a Dark Sky: A Novel,Psychological Thrillers,Lori Rader-Day,$15.99,,416 pages,William Morrow Paperbacks,August 7# 2018,English,0062560301,978-0062560308,5.3 x 0.9 x 8 inches,10.4 ounces
The Disappeared,Psychological Thrillers,Howard Linskey,$9.97,,464 pages,Penguin UK,August 1# 2018,English,1405933143,978-1405933148,5.1 x 1.5 x 7.8 inches,13 ounces
The Blind,Psychological Thrillers,A.F. Brady,$15.99,,400 pages,Park Row; Reprint edition,July 31# 2018,English,0778369803,978-0778369806,5.3 x 0.9 x 8 inches,10.7 ounces
As Good as Dead,Psychological Thrillers,Beverly Barton,$7.99,,384 pages,Pinnacle,July 31# 2018,English,0786041021,978-0786041022,,6.1 ounces
Girls' Night Out: A Novel,Psychological Thrillers,Liz Fenton and Lisa Steinke,$15.99,,,Lake Union Publishing,July 24# 2018,English,1503902560,978-1503902565,5.5 x 1 x 8.2 inches,1.1 pounds
Dunbar: A Novel (Hogarth Shakespeare),Psychological Thrillers,Edward St. Aubyn,$9.91,Hogarth Shakespeare,256 pages,Hogarth; Reprint edition,July 24# 2018,English,1101904305,978-1101904305,5.2 x 0.6 x 8 inches,9 ounces
A Life (Pushkin Blues),Psychological Thrillers,Italo Svevo and Archibald Colquhoun,$15.95,Pushkin Blues,320 pages,Pushkin Press,July 17# 2018,English,1782274138,978-1782274131,7.7 x 5.1 x 0.9 inches,9.1 ounces
The Last Mrs. Parrish: A Novel,Psychological Thrillers,Liv Constantine,$14.39,,400 pages,Harper Paperbacks; Reprint edition,July 3# 2018,English,0062667580,978-0062667588,5.3 x 0.9 x 8 inches,10.4 ounces
The Bear and the Paving Stone (Japanese Novellas),Psychological Thrillers,Toshiyuki Horie and Geraint Howells,$13.95,Japanese Novellas,160 pages,Pushkin Press,July 3# 2018,English,1782274375,978-1782274377,7.8 x 0.9 x 5.1 inches,4.2 ounces
Son of the Morning,Psychological Thrillers,Joyce Carol Oates,$16.99,,416 pages,Ecco,July 3# 2018,English,0062795708,978-0062795700,5.3 x 0.9 x 8 inches,10.4 ounces
The Pre-War House and Other Stories,Psychological Thrillers,Alison Moore,$14.95,,288 pages,Biblioasis,July 3# 2018,English,1771962151,978-1771962155,5 x 7.8 inches,1.1 pounds
Into the Darkness,Psychological Thrillers,Sibel Hodge,$11.99,,,Thomas & Mercer,July 3# 2018,English,1503905500,978-1503905504,5.5 x 1 x 8.2 inches,1.1 pounds
It All Falls Down: A Novel,Psychological Thrillers,Sheena Kamal,$26.99,,,HarperLuxe; Large Print edition,July 3# 2018,English,0062845756,978-0062845757,6 x 9 inches,10.4 ounces
Insane,Psychological Thrillers,Rainald Goetz and Adrian Nathan West,$16.41,,340 pages,Fitzcarraldo Editions,June 27# 2018,English,1910695319,978-1910695319,5 x 7.7 inches,15.5 ounces
Strange Weather: Four Short Novels,Psychological Thrillers,Joe Hill,$16.99,,448 pages,William Morrow Paperbacks; Reprint edition,June 26# 2018,English,0062663127,978-0062663122,5.3 x 1 x 8 inches,10.4 ounces
Truly Madly Guilty,Psychological Thrillers,Liane Moriarty,$9.99,,624 pages,Flatiron Books,June 26# 2018,English,1250304180,978-1250304186,4.1 x 7.5 inches,1.1 pounds
The Hospital,Psychological Thrillers,Ahmed Bouanani and Lara Vergnaud,$13.95,,128 pages,New Directions,June 26# 2018,English,0811225763,978-0811225762,,1.5 pounds
The Boarding House,Psychological Thrillers,Piotr Pazinski and MJ Dabrowska,$9.35,,120 pages,Dalkey Archive Press,June 26# 2018,English,1628972726,978-1628972726,,1.1 pounds
The Reason You're Alive: A Novel,Psychological Thrillers,Matthew Quick,$15.99,,240 pages,Harper Paperbacks; Reprint edition,June 26# 2018,English,0062424319,978-0062424310,5.3 x 0.5 x 8 inches,10.4 ounces
The Destroyers: A Novel,Psychological Thrillers,Christopher Bollen,$16.99,,512 pages,Harper Perennial; Reprint edition,June 26# 2018,English,0062329995,978-0062329998,5.3 x 1.2 x 8 inches,10.4 ounces
Only the Rain,Psychological Thrillers,Randall Silvis,$11.99,,188 pages,Thomas & Mercer; Reprint edition,June 26# 2018,English,1542045746,978-1542045742,5.5 x 1 x 8.2 inches,10.4 ounces
The Goddesses,Psychological Thrillers,Swan Huntley,$16.00,,320 pages,Anchor; Reprint edition,June 26# 2018,English,0525432337,978-0525432333,5.2 x 0.6 x 8 inches,8.8 ounces
The Perfect Family,Psychological Thrillers,Samantha King,$15.95,,304 pages,Kensington,June 26# 2018,English,1496715357,978-1496715357,,13 ounces
Playthings,Psychological Thrillers,Alex Pheby,$14.95,,248 pages,Biblioasis,June 19# 2018,English,1771961724,978-1771961721,5 x 1 x 8 inches,10.4 ounces
Keep Her Safe: A Novel,Psychological Thrillers,Sophie Hannah,$15.99,,352 pages,William Morrow Paperbacks; Reprint edition,June 12# 2018,English,0062388339,978-0062388339,5.3 x 0.8 x 8 inches,10.4 ounces
Concrete Island: A Novel,Psychological Thrillers,J. G. Ballard and Neil Gaiman,$16.00,,176 pages,Picador,June 12# 2018,English,1250171520,978-1250171528,5.4 x 8.2 inches,1.1 pounds
The Breakdown,Psychological Thrillers,B. A. Paris,$16.99,,491 pages,Large Print Press; Large Print edition,June 12# 2018,English,1432847694,978-1432847692,5.5 x 8.5 inches,1.1 pounds
Discovering Sanity,Psychological Thrillers,Emma Janson,$13.95,,382 pages,Incorgnito Publishing Press,June 11# 2018,English,1944589651,978-1944589653,5.5 x 8.5 inches,1.1 pounds
Do Not Become Alarmed: A Novel,Psychological Thrillers,Maile Meloy,$10.18,,368 pages,Riverhead Books; Reprint edition,June 5# 2018,English,0735216533,978-0735216532,5.1 x 0.9 x 8 inches,10.6 ounces
The Answers: A Novel,Psychological Thrillers,Catherine Lacey,$16.00,,304 pages,Picador; Reprint edition,June 5# 2018,English,1250183081,978-1250183088,,1.1 pounds
Hello# Sunshine: A Novel,Psychological Thrillers,Laura Dave,$15.99,,272 pages,Simon & Schuster; Reprint edition,June 5# 2018,English,1476789339,978-1476789330,5.5 x 8.4 inches,1.1 pounds
Moronga (Spanish Edition),Psychological Thrillers,Horacio Castellanos Moya,$14.85,,336 pages,Literatura Random House,May 29# 2018,Spanish,8439734050,978-8439734055,5.5 x 1 x 9.1 inches,1 pounds
Dying Scream,Psychological Thrillers,Mary Burton,$9.99,,336 pages,Pinnacle; Reprint edition,May 29# 2018,English,0786042265,978-0786042265,,6.1 ounces
The Seventh Cross (New York Review Books Classics),Psychological Thrillers,Anna Seghers and Margot Bettauer Dembo,$16.95,New York Review Books Classics,416 pages,NYRB Classics; Reprint edition,May 22# 2018,English,1681372126,978-1681372129,,13 ounces
How Far She's Come: A Novel,Psychological Thrillers,Holly Brown,$15.99,,416 pages,William Morrow Paperbacks,May 22# 2018,English,0062749927,978-0062749925,5.3 x 0.9 x 8 inches,10.4 ounces
The Good Twin,Psychological Thrillers,Marti Green,$11.99,,272 pages,Thomas & Mercer,May 15# 2018,English,1503949850,978-1503949850,5.5 x 1 x 8.2 inches,14.4 ounces
The Small Rain: A Novel,Psychological Thrillers,Madeleine L'Engle,$17.99,,371 pages,Open Road Media; Reprint edition,May 15# 2018,English,150404942X,978-1504049429,,1.1 pounds
Uncertain Grace,Psychological Thrillers,Krissy Kneen,$15.95,,256 pages,Text Publishing Company,May 15# 2018,English,1925355985,978-1925355987,6 x 0.8 x 9.1 inches,11.4 ounces
The Ones We Choose,Psychological Thrillers,Julie Clark,$16.00,,368 pages,Gallery Books,May 8# 2018,English,1501184474,978-1501184475,5.3 x 8.2 inches,1.1 pounds
Obscura,Psychological Thrillers,Joe Hart,$11.05,,352 pages,Thomas & Mercer,May 8# 2018,English,1503949885,978-1503949881,5.5 x 1 x 8.2 inches,1.1 pounds
The Corn Husk Experiment: A Novel,Psychological Thrillers,Andrea Cale,$16.95,,298 pages,Morgan James Fiction,May 8# 2018,English,1683506596,978-1683506591,6 x 0.7 x 9 inches,15.5 ounces
Prized Possessions: A Novel,Psychological Thrillers,Avery Corman,$12.95,,320 pages,Barricade Books; Reprint edition,May 8# 2018,English,1569800944,978-1569800942,5.4 x 8.2 inches,1.1 pounds
Revenge of the Translator,Psychological Thrillers,Brice Matthieussent and Emma Ramadan,$15.95,,320 pages,Deep Vellum Publishing,May 8# 2018,English,1941920691,978-1941920695,5.2 x 8.2 inches,1.1 pounds
After I've Gone,Psychological Thrillers,Linda Green,$13.99,,448 pages,Quercus Publishing,May 8# 2018,English,1786483033,978-1786483034,5 x 1.2 x 7.8 inches,7 ounces
50,Psychological Thrillers,Avery Corman,$12.95,,254 pages,Barricade Books; Reprint edition,May 8# 2018,English,1569805334,978-1569805336,5.4 x 8.2 inches,1.1 pounds
Ivory Pearl (New York Review Books Classics),Psychological Thrillers,Jean-Patrick Manchette and Donald Nicholson-Smith,$14.95,New York Review Books Classics,208 pages,NYRB Classics,May 1# 2018,English,168137210X,978-1681372105,,13 ounces
Wicked River: A Novel,Psychological Thrillers,Jenny Milchman,$15.99,,464 pages,Sourcebooks Landmark,May 1# 2018,English,1492658995,978-1492658993,5.5 x 8.2 inches,1.1 pounds
The Resurrection of Joan Ashby: A Novel,Psychological Thrillers,Cherise Wolas,$18.05,,560 pages,Flatiron Books; Reprint edition,May 1# 2018,English,125018519X,978-1250185198,,1.1 pounds
Fight Club: A Novel,Psychological Thrillers,Chuck Palahniuk,$15.95,,224 pages,W. W. Norton & Company; Reprint edition,May 1# 2018,English,0393355942,978-0393355949,5.5 x 0.6 x 8.3 inches,5.9 ounces
Underground Fugue,Psychological Thrillers,Margot Singer,$16.99,,304 pages,Melville House; Reprint edition,May 1# 2018,English,1612197302,978-1612197302,,13 ounces
Restless Souls,Psychological Thrillers,Dan Sheehan,$16.95,,256 pages,Ig Publishing,April 24# 2018,English,1632460661,978-1632460660,5.5 x 8.2 inches,1.1 pounds
The Desert and Its Seed,Psychological Thrillers,Jorge Barn Biza and Camilo Ramirez,$15.95,,448 pages,New Directions,April 24# 2018,English,0811225801,978-0811225809,5 x 8 inches,1.5 pounds
The Things You Didn't See: An emotional psychological suspense novel where nothing is as it seems,Psychological Thrillers,Ruth Dugdall,$11.99,,384 pages,Thomas & Mercer,April 24# 2018,English,1612187188,978-1612187181,5.5 x 1 x 8.2 inches,15.4 ounces
A Field Guide to Murder & Fly Fishing: Stories,Psychological Thrillers,Tim Weed,$16.95,,266 pages,Green Writers Press; Reprint edition,April 24# 2018,English,0997452846,978-0997452846,,1.1 pounds
Companions,Psychological Thrillers,Christina Hesselholdt and Paul Russell Garrett,$20.00,,400 pages,Fitzcarraldo Editions,April 24# 2018,English,1910695335,978-1910695333,5 x 1.1 x 7.7 inches,1.1 pounds
My Mother's Shadow: The gripping novel about a mother's shocking secret that changed everything,Psychological Thrillers,Nikola Scott,$13.99,,368 pages,Headline,April 24# 2018,English,1472241169,978-1472241160,5.2 x 1 x 8 inches,1.4 ounces
The Boy in the Earth,Psychological Thrillers,Fuminori Nakamura and Allison Markin Powell,$14.95,,192 pages,Soho Crime; Reprint edition,April 24# 2018,English,1616958952,978-1616958954,5 x 0.5 x 7.5 inches,5.8 ounces
The Last to Die,Psychological Thrillers,Beverly Barton,$7.99,,416 pages,Pinnacle,April 24# 2018,English,078604103X,978-0786041039,,6.1 ounces
Blind Eye,Psychological Thrillers,Meg Lelvis,$18.95,,244 pages,Black Rose Writing; First Printing ed. edition,April 19# 2018,English,1684330092,978-1684330096,6 x 0.6 x 9 inches,12.8 ounces
The Marsh King's Daughter,Psychological Thrillers,Karen Dionne,$12.39,,336 pages,G.P. Putnam's Sons; Reprint edition,April 17# 2018,English,0735213011,978-0735213012,5.5 x 0.7 x 8.2 inches,9.9 ounces
Before Mars (A Planetfall Novel),Psychological Thrillers,Emma Newman,$16.00,A Planetfall Novel (Book 3),352 pages,Ace,April 17# 2018,English,0399587322,978-0399587320,5.3 x 0.9 x 7.2 inches,9.3 ounces
Basic Black With Pearls (New York Review Books Classics),Psychological Thrillers,Helen Weinzweig and Sarah Weinman,$14.01,New York Review Books Classics,160 pages,NYRB Classics; Reprint edition,April 17# 2018,English,1681372169,978-1681372167,5.2 x 0.5 x 8 inches,8.5 ounces
Flashmob: A Novel,Psychological Thrillers,Christopher Farnsworth,$15.99,,368 pages,William Morrow Paperbacks; Reprint edition,April 17# 2018,English,0062835718,978-0062835710,5.3 x 0.8 x 8 inches,10.4 ounces
Dark Chapter,Psychological Thrillers,Winnie M. Li,$16.00,,352 pages,Polis Books; Reprint edition,April 17# 2018,English,1947993313,978-1947993310,5.5 x 8.5 inches,1.1 pounds
Beautiful Animals: A Novel,Psychological Thrillers,Lawrence Osborne,$16.00,,304 pages,Hogarth; Reprint edition,April 17# 2018,English,0553447394,978-0553447392,5.2 x 0.6 x 8 inches,7.7 ounces
The Restorer,Psychological Thrillers,Michael Sala,$15.95,,352 pages,Text Publishing Company,April 17# 2018,English,1925355020,978-1925355024,6 x 1.1 x 9.2 inches,11.4 ounces
The Good Samaritan,Psychological Thrillers,John Marrs,$15.95,,400 pages,Thomas & Mercer,April 12# 2018,English,1503903362,978-1503903364,5.5 x 1 x 8.2 inches,1.3 pounds
The Kremlin Ball (New York Review Books Classics),Psychological Thrillers,Curzio Malaparte and Jenny McPhee,$15.95,New York Review Books Classics,240 pages,NYRB Classics; Main edition,April 10# 2018,English,1681372096,978-1681372099,5 x 0.6 x 8 inches,8.6 ounces
Macbeth (Hogarth Shakespeare),Psychological Thrillers,Jo Nesbo,$29.00,Hogarth Shakespeare,736 pages,Random House Large Print; Large Print edition,April 10# 2018,English,0525589910,978-0525589914,6.1 x 1.3 x 9.3 inches,1.5 pounds
The Marriage Pact: A Novel,Psychological Thrillers,Michelle Richmond,$13.49,,448 pages,Bantam; Reprint edition,April 10# 2018,English,0553386360,978-0553386363,5.2 x 0.9 x 8 inches,11 ounces
Nothing Forgotten: A Novel,Psychological Thrillers,Jessica Levine,$16.95,,256 pages,She Writes Press,April 10# 2018,English,1631523244,978-1631523243,5.5 x 8.5 inches,1.1 pounds
El da que se perdi el amor / The Day Love Was Lost (Spanish Edition),Psychological Thrillers,Javier Castillo,$18.95,,300 pages,Suma de Letras,April 10# 2018,Spanish,8491291733,978-8491291732,6.1 x 1.1 x 9 inches,2.2 pounds
Parts per Million,Psychological Thrillers,Stoops Julia and Gabriel Liston,$17.95,,368 pages,Forest Avenue Press,April 10# 2018,English,1942436351,978-1942436355,6 x 1.2 x 8.9 inches,1.4 pounds
Louisiana Catch,Psychological Thrillers,Sweta Vikram,$15.54,,268 pages,Modern History Press,April 10# 2018,English,1615993525,978-1615993529,6.1 x 0.6 x 9.2 inches,13.4 ounces
Eventide,Psychological Thrillers,Therese Bohman and Marlaine Delargy,$15.95,,208 pages,Other Press,April 10# 2018,English,1590518934,978-1590518939,5.5 x 0.6 x 8.3 inches,8.6 ounces
Die Bestie in dir (German Edition),Psychological Thrillers,Dag hrlund and Dan Buthler,$14.95,,800 pages,Edition M,April 10# 2018,German,1503950093,978-1503950092,5 x 1 x 7.3 inches,2 pounds
The Good Liar,Psychological Thrillers,Catherine McKenzie,$10.99,,382 pages,Lake Union Publishing,April 3# 2018,English,1542047099,978-1542047098,5.5 x 1 x 8.2 inches,12.8 ounces
What She Doesn't Know: A Psychological Thriller,Psychological Thrillers,Andrew E. Kaufman,$11.99,,348 pages,Thomas & Mercer,April 3# 2018,English,1477809082,978-1477809082,5.5 x 1 x 8.2 inches,12.5 ounces
Blue Self-Portrait,Psychological Thrillers,Nomi Lefebvre and Sophie Lewis,$15.95,,160 pages,Transit Books,April 3# 2018,English,1945492104,978-1945492105,5.2 x 0.5 x 8 inches,6.6 ounces
Novel 11# Book 18,Psychological Thrillers,Dag Solstad and Sverre Lyngstad,$12.74,,224 pages,Random House UK,April 1# 2018,English,1784704989,978-1784704988,5 x 0.6 x 7.8 inches,6.4 ounces
The Forgotten Ones: A Novel,Psychological Thrillers,Steena Holmes,$10.99,,348 pages,Lake Union Publishing,April 1# 2018,English,1503951758,978-1503951754,5.5 x 1 x 8.2 inches,12.3 ounces
Domina (Spanish Edition),Psychological Thrillers,L.S. Hilton,$13.95,,352 pages,Roca; Translation edition,March 31# 2018,Spanish,8416240949,978-8416240944,4.9 x 0.9 x 7.4 inches,8.5 ounces
Before You Let the Sun in and Other Dramatherapeutic Stories (Karnac Library Series),Psychological Thrillers,Ian Robertson and Katerina Couroucli-Robertson,$24.95,Karnac Library Series,336 pages,Karnac Books,March 31# 2018,English,1782203826,978-1782203827,,1.1 pounds
The Child Next Door: An unputdownable psychological thriller with a brilliant twist,Psychological Thrillers,Shalini Boland,$10.99,,284 pages,Bookouture,March 29# 2018,English,1786813823,978-1786813824,5.1 x 0.6 x 7.8 inches,9.9 ounces
The Hypnotist's Love Story,Psychological Thrillers,Liane Moriarty,$7.48,,560 pages,Berkley; Reprint edition,March 27# 2018,English,045149234X,978-0451492340,4.2 x 1.2 x 7.6 inches,10.7 ounces
The Night the Lights Went Out,Psychological Thrillers,Karen White,$10.71,,432 pages,Berkley; Reprint edition,March 27# 2018,English,0451488407,978-0451488404,5.5 x 0.9 x 8.1 inches,12.8 ounces
Catastrophe: And Other Stories (Art of the Story),Psychological Thrillers,Dino Buzzati,$16.99,Art of the Story,240 pages,Ecco,March 27# 2018,English,0062742736,978-0062742735,5.3 x 0.5 x 8 inches,6.6 ounces
The Solitary Twin,Psychological Thrillers,Harry Mathews,$15.95,,160 pages,New Directions,March 27# 2018,English,0811227545,978-0811227544,5.2 x 0.4 x 8 inches,4.8 ounces
Compass,Psychological Thrillers,Mathias Enard and Charlotte Mandell,$12.76,,448 pages,New Directions; Reprint edition,March 27# 2018,English,0811227472,978-0811227476,5.4 x 1.2 x 8 inches,1.1 pounds
The Lying Game,Psychological Thrillers,Ruth Ware,$16.99,,611 pages,Large Print Press; Large Print edition,March 27# 2018,English,143284086X,978-1432840860,5.4 x 1.3 x 8.4 inches,1.5 pounds
Lord Jim (AmazonClassics Edition),Psychological Thrillers,Joseph Conrad,$7.99,,384 pages,AmazonClassics,March 27# 2018,English,1503901580,978-1503901582,5.5 x 1 x 8.2 inches,1.2 pounds
Oh Donovan,Psychological Thrillers,Leonardo Collazo and Sheila Joy,$12.50,,232 pages,Not Avail,March 26# 2018,English,1642556750,978-1642556759,5 x 0.5 x 8 inches,8.3 ounces
The Strange Case of Dr. Jekyll and Mr. Hyde,Psychological Thrillers,Robert Louis Stevenson,$4.49,,46 pages,CreateSpace Independent Publishing Platform,March 22# 2018,English,1986752054,978-1986752053,6 x 0.1 x 9 inches,4.2 ounces
Green Eyes: IdentityCrisis,Psychological Thrillers,vicki zell,,,406 pages,Independently published,March 22# 2018,English,1980627509,978-1980627500,6 x 1 x 9 inches,1.5 pounds
The Portrait of a Lady# Volume 1,Psychological Thrillers,Henry James,,,274 pages,CreateSpace Independent Publishing Platform,March 21# 2018,English,1986708144,978-1986708142,6 x 0.6 x 9 inches,1 pounds
Birthday Girl,Psychological Thrillers,Matthew Iden,$11.99,,318 pages,Thomas & Mercer,March 20# 2018,English,1542045886,978-1542045889,5.5 x 1 x 8.2 inches,11.4 ounces
The Trophy Child: A Novel,Psychological Thrillers,Paula Daly,$16.00,,352 pages,Grove Press; Reprint edition,March 20# 2018,English,0802127673,978-0802127679,5.5 x 1.2 x 8.5 inches,12.3 ounces
SECRETS TO SUCCESS AT WORK: TRANSFORMING INDIVIDUALS AND ORGANIZATIONS,Psychological Thrillers,JEFF GERO,$7.99,,124 pages,Independently published,March 20# 2018,English,198060374X,978-1980603740,6 x 0.3 x 9 inches,8.5 ounces
Bwanana Chaos: A Novel,Psychological Thrillers,Ili Mais,$11.99,,357 pages,Independently published,March 20# 2018,English,1980579458,978-1980579458,5.5 x 0.9 x 8.5 inches,1.2 pounds
Cloud Atlantis,Psychological Thrillers,S. P. Woytowitz,$8.99,,73 pages,Independently published,March 20# 2018,English,198049262X,978-1980492627,5.5 x 0.2 x 8.5 inches,5.3 ounces
Umdrehungen (German Edition),Psychological Thrillers,Sonja Bethke-Jehle,$46.50,,662 pages,Books on Demand,March 19# 2018,German,3743194805,978-3743194809,5.8 x 1.5 x 8.3 inches,2.4 pounds
The Master of Ballantrae: A Winter's Tale,Psychological Thrillers,Robert Louis Stevenson,,,150 pages,CreateSpace Independent Publishing Platform,March 19# 2018,English,198661610X,978-1986616102,6 x 0.3 x 9 inches,9.9 ounces
The Star Rover,Psychological Thrillers,Jack London,$12.25,,113 pages,Independently published,March 19# 2018,English,1980598401,978-1980598404,8.5 x 0.3 x 11 inches,12.6 ounces
Brothers Keeper,Psychological Thrillers,R W K Clark,$17.95,,294 pages,Clarkltd,March 19# 2018,English,1948312131,978-1948312134,5 x 0.7 x 8 inches,11.4 ounces
Una jaula de chiflados (Spanish Edition),Psychological Thrillers,Constantino Cuesta Ibez,,,362 pages,Sin editorial,Publicado por el autor,Spanish,8461748360,978-8461748365,6 x 0.9 x 9 inches,1.4 pounds
Der Junge# der sich selbst verlor (Die Qualen im Herzen des Mr. Grey) (German Edition),Psychological Thrillers,P. T. Gaynders and Patrick Gbel,,Die Qualen im Herzen des Mr. Grey (Book 2),172 pages,Independently published,March 18# 2018,German,1980587426,978-1980587422,5 x 0.4 x 8 inches,8.8 ounces
La Sombra de Sofa (Spanish Edition),Psychological Thrillers,Ramos Negrete# Manuel Alejandro,$4.99,,145 pages,Independently published,March 18# 2018,Spanish,1980570876,978-1980570875,6 x 0.4 x 9 inches,9.8 ounces
THE CURE (John Gammon Peak District Detective),Psychological Thrillers,Colin J Galtrey,$13.69,John Gammon Peak District Detective (Book 3),373 pages,Independently published,March 18# 2018,English,1980569703,978-1980569701,6 x 0.9 x 9 inches,1.4 pounds
Die Sprache des Schmerzes: Psychothriller (Liz Gnther) (German Edition),Psychological Thrillers,Leonie Haubrich,,Liz Gnther (Book 2),230 pages,Independently published,March 18# 2018,German,1980522499,978-1980522492,5 x 0.6 x 8 inches,11.2 ounces
THE STRENGTH SHE FOUND,Psychological Thrillers,Joan  Marcia Tomlinson,$11.99,,147 pages,isbnagency.com,March 18# 2018,English,1513634348,978-1513634340,6 x 0.4 x 9 inches,9.9 ounces
Creep Tales:  The Movie Back Again: Vol. 3,Psychological Thrillers,Mr. Douglas Kirk,$45.00,,124 pages,Morton Falls Publishing Company; 1 edition,March 18# 2018,English,0934279357,978-0934279352,8.5 x 0.3 x 11 inches,13.6 ounces
Creep Tales:  The Movie Returns: Vol. 2,Psychological Thrillers,Mr. Douglas Kirk,$45.00,,126 pages,Morton Falls Publishing Company; 1 edition,March 18# 2018,English,0934279349,978-0934279345,8.5 x 0.3 x 11 inches,13.8 ounces
Creep Tales:  The Movie: Vol. 1,Psychological Thrillers,Mr. Douglas Kirk,$45.00,,126 pages,Morton Falls Publishing Company; 1 edition,March 18# 2018,English,0934279330,978-0934279338,8.5 x 0.3 x 11 inches,13.8 ounces
No one's Perfect: The biography of an abusive Roman Catholic priest,Psychological Thrillers,David John Hay,$6.50,,218 pages,Independently published,March 17# 2018,English,1980582661,978-1980582663,6 x 0.5 x 9 inches,13.8 ounces
The House On Pope Lick Road,Psychological Thrillers,Mike Bramer,,,205 pages,Independently published,March 17# 2018,English,198028637X,978-1980286370,6 x 0.5 x 9 inches,13.1 ounces
WHATEVER Happened to Alec,Psychological Thrillers,Howard Wallman,$9.49,,238 pages,CreateSpace Independent Publishing Platform,March 16# 2018,English,1983966533,978-1983966538,6 x 0.5 x 9 inches,14.9 ounces
The pain lives in the mirror,Psychological Thrillers,Hector Galindo,$6.38,,44 pages,CreateSpace Independent Publishing Platform,March 16# 2018,English,1986642755,978-1986642750,6 x 0.1 x 9 inches,4.2 ounces
Finding An Echo,Psychological Thrillers,Jack Franks,,,195 pages,Independently published,March 16# 2018,English,1980575177,978-1980575177,6 x 0.5 x 9 inches,12.5 ounces
The Aspern Papers,Psychological Thrillers,Henry James,$11.95,,100 pages,Independently published,March 16# 2018,English,1980572267,978-1980572268,6 x 0.2 x 9 inches,7.2 ounces
God# Sex & Psychosis,Psychological Thrillers,Todd Crawshaw,$16.99,,490 pages,crowsnestpublishing.com,March 15# 2018,English,0692320148,978-0692320143,6 x 1.1 x 9 inches,1.8 pounds
Starvation Feeds the Soul,Psychological Thrillers,Daniel L Jarose Sr.,$5.38,,48 pages,CreateSpace Independent Publishing Platform,March 15# 2018,English,1986535886,978-1986535885,6 x 0.1 x 9 inches,4.3 ounces
30 days of hell,Psychological Thrillers,Petronia Smith,$3.58,,32 pages,Independently published,March 15# 2018,English,1980564663,978-1980564669,8 x 0.1 x 10 inches,4.3 ounces
The Unraveling of Brendan Meeks,Psychological Thrillers,Brian Cohn,$14.99,,220 pages,Pandamoon Publishing,March 15# 2018,English,1945502819,978-1945502811,6 x 0.5 x 9 inches,10.7 ounces
Daniel Deronda Part II,Psychological Thrillers,George Eliot,,,304 pages,CreateSpace Independent Publishing Platform,March 15# 2018,English,1986538044,978-1986538046,6 x 0.7 x 9 inches,1.2 pounds
Daniel Deronda Part I,Psychological Thrillers,George Eliot,,,314 pages,CreateSpace Independent Publishing Platform,March 15# 2018,English,1986508641,978-1986508643,6 x 0.7 x 9 inches,1.2 pounds
