_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight
0,422,523,Goddess of the Stars (Reptoid) (Volume 1),Science Fiction : Space Opera,Ronnie G. Anderson,$10.95,Reptoid,184 pages,CreateSpace Independent Publishing Platform,"""January 30, 2018""",English,198436863X,978-1984368638,6 x 0.4 x 9 inches,11.8 ounces,The Frozen,Science Fiction - Space Opera,Ronnie G. Anderson,$14.95,,302.0,Createspace Independent Publishing Platform,September 2017,,1976477522,9781976477522,9 x 6 x 0.63 inches,0.89 pounds
1,478,278,The Galaxy Primes,Science Fiction : Space Opera,"E. E. ""Doc"" Smith",$13.53,,230 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703154,978-1528703154,5.5 x 0.5 x 8.5 inches,10.6 ounces,Spacehounds of Ipc,Science Fiction - Space Opera,"E. E. ""Doc"" Smith",$14.99,,274.0,Vintage Sci-Fi Classics,January 2018,,1528703138,9781528703130,8.5 x 5.5 x 0.62 inches,0.77 pounds
2,492,225,Islands of Space,Science Fiction : Space Opera,John W. Campbell Jr.,$12.99,,200 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703278,978-1528703277,5.5 x 0.5 x 8.5 inches,9.3 ounces,The Ultimate Weapon,Science Fiction - Space Opera,Jr. John W. Campbell,$9.99,,106.0,Vintage Sci-Fi Classics,January 2018,,1528703294,9781528703291,8.5 x 5.5 x 0.25 inches,0.32 pounds
3,2517,4863,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The King in Yellow,Fantasy - Dark Fantasy,Robert W. Chambers,$6.99,,146.0,Createspace Independent Publishing Platform,April 2017,,1545423733,9781545423738,9 x 6 x 0.31 inches,0.45 pounds
4,426,217,Time Travel,Science Fiction : Space Opera,H. E. Sommers,$10.75,,280 pages,CreateSpace Independent Publishing Platform,"""January 29, 2018""",English,1984375768,978-1984375766,5 x 0.6 x 8 inches,13.1 ounces,Exoplanet Machine War,Science Fiction - Space Opera,H. E. Sommers,$12.80,,356.0,Createspace Independent Publishing Platform,January 2018,,1984915193,9781984915191,8 x 5 x 0.74 inches,0.78 pounds
5,478,269,The Galaxy Primes,Science Fiction : Space Opera,"E. E. ""Doc"" Smith",$13.53,,230 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703154,978-1528703154,5.5 x 0.5 x 8.5 inches,10.6 ounces,Subspace Survivors,Science Fiction - Space Opera,"E. E. ""Doc"" Smith",$9.99,,56.0,Vintage Sci-Fi Classics,January 2018,,1528703146,9781528703147,8.5 x 5.5 x 0.13 inches,0.18 pounds
6,421,240,Exoplanet Machine War,Science Fiction : Space Opera,H. E. Sommers,$12.80,,356 pages,CreateSpace Independent Publishing Platform,"""January 30, 2018""",English,1984915193,978-1984915191,5 x 0.8 x 8 inches,1 pounds,Time Travel,Science Fiction - Space Opera,H. E. Sommers,$10.75,,280.0,Createspace Independent Publishing Platform,January 2018,,1984375768,9781984375766,8 x 5 x 0.59 inches,0.62 pounds
7,376,240,"""Final Frontier War: Author, Time Travel""",Science Fiction : Space Opera,H. E. Sommers,$10.75,,282 pages,CreateSpace Independent Publishing Platform,"""February 8, 2018""",English,1984380354,978-1984380357,5 x 0.6 x 8 inches,13.3 ounces,Time Travel,Science Fiction - Space Opera,H. E. Sommers,$10.75,,280.0,Createspace Independent Publishing Platform,January 2018,,1984375768,9781984375766,8 x 5 x 0.59 inches,0.62 pounds
8,486,227,The Red Peri,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,72 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703391,978-1528703390,5.5 x 0.2 x 8.5 inches,3.7 ounces,The Planet of Doubt,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703383,9781528703383,8.5 x 5.5 x 0.1 inches,0.14 pounds
9,422,4911,Goddess of the Stars (Reptoid) (Volume 1),Science Fiction : Space Opera,Ronnie G. Anderson,$10.95,Reptoid,184 pages,CreateSpace Independent Publishing Platform,"""January 30, 2018""",English,198436863X,978-1984368638,6 x 0.4 x 9 inches,11.8 ounces,The Rites of Spring,Fantasy - Dark Fantasy,Ronnie G. Anderson,$10.95,,194.0,Createspace Independent Publishing Platform,March 2017,,1544655932,9781544655932,9 x 6 x 0.41 inches,0.59 pounds
10,604,6679,Jupiter Slingshot,Science Fiction : Space Opera,Ronnie G. Anderson,$13.95,,264 pages,CreateSpace Independent Publishing Platform,"""December 30, 2017""",English,1983429198,978-1983429194,6 x 0.6 x 9 inches,1 pounds,The Guest Ghost,Fantasy - Dark Fantasy,Ronnie G. Anderson,$17.99,,430.0,Createspace Independent Publishing Platform,February 2015,,1508480443,9781508480440,9 x 6 x 0.87 inches,1.26 pounds
11,2155,523,Waiting for Halloween,Fantasy : Dark,Ronnie G. Anderson,$11.95,,224 pages,CreateSpace Independent Publishing Platform,"""October 12, 2017""",English,1978189125,978-1978189126,6 x 0.5 x 9 inches,14.1 ounces,The Frozen,Science Fiction - Space Opera,Ronnie G. Anderson,$14.95,,302.0,Createspace Independent Publishing Platform,September 2017,,1976477522,9781976477522,9 x 6 x 0.63 inches,0.89 pounds
12,2217,6679,Moon Burns,Fantasy : Dark,Ronnie G. Anderson,$11.95,,224 pages,CreateSpace Independent Publishing Platform,"""October 3, 2017""",English,197790520X,978-1977905208,6 x 0.5 x 9 inches,14.1 ounces,The Guest Ghost,Fantasy - Dark Fantasy,Ronnie G. Anderson,$17.99,,430.0,Createspace Independent Publishing Platform,February 2015,,1508480443,9781508480440,9 x 6 x 0.87 inches,1.26 pounds
13,2155,329,Waiting for Halloween,Fantasy : Dark,Ronnie G. Anderson,$11.95,,224 pages,CreateSpace Independent Publishing Platform,"""October 12, 2017""",English,1978189125,978-1978189126,6 x 0.5 x 9 inches,14.1 ounces,Jupiter Slingshot,Science Fiction - Space Opera,Ronnie G. Anderson,$13.95,,264.0,Createspace Independent Publishing Platform,December 2017,,1983429198,9781983429194,9 x 6 x 0.55 inches,0.79 pounds
14,952,197,Lyssa's Run (The Sentience Wars - Origins) (Volume 2),Science Fiction : Space Opera,James S. Aaron and M. D. Cooper,$14.99,The Sentience Wars - Origins (Book 2),418 pages,CreateSpace Independent Publishing Platform,"""October 20, 2017""",English,1979077266,978-1979077262,5.2 x 1 x 8 inches,1.2 pounds,Lyssa's Flight,Science Fiction - Space Opera,James S. Aaron and M. D. Cooper,$12.99,,358.0,Createspace Independent Publishing Platform,January 2018,,1983897043,9781983897047,8 x 5.25 x 0.8 inches,0.9 pounds
15,2155,5436,Waiting for Halloween,Fantasy : Dark,Ronnie G. Anderson,$11.95,,224 pages,CreateSpace Independent Publishing Platform,"""October 12, 2017""",English,1978189125,978-1978189126,6 x 0.5 x 9 inches,14.1 ounces,Sweet Darkness,Fantasy - Dark Fantasy,Ronnie G. Anderson,$15.95,,332.0,Createspace Independent Publishing Platform,August 2016,,1537037110,9781537037110,9 x 6 x 0.69 inches,0.98 pounds
16,871,812,Collision Course (Perilous Alliance) (Volume 3),Science Fiction : Space Opera,M. D. Cooper and Chris J. Pike,$11.99,Perilous Alliance (Book 3),322 pages,CreateSpace Independent Publishing Platform,"""November 8, 2017""",English,1979599742,978-1979599740,5.2 x 0.8 x 8 inches,15.5 ounces,Close Proximity,Science Fiction - Space Opera,Chris J. Pike and M. D. Cooper,$13.99,,368.0,Createspace Independent Publishing Platform,May 2017,,154695404X,9781546954040,8 x 5.25 x 0.82 inches,0.92 pounds
17,501,201,Legacy,Science Fiction : Space Opera,James H. Schmitz,$14.99,,262 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703219,978-1528703215,5.5 x 0.6 x 8.5 inches,11.8 ounces,The Star Hyacinths,Science Fiction - Space Opera,James H. Schmitz,$9.99,,62.0,Vintage Sci-Fi Classics,January 2018,,1528703243,9781528703246,8.5 x 5.5 x 0.15 inches,0.2 pounds
18,494,245,The Star Hyacinths,Science Fiction : Space Opera,James H. Schmitz,$9.99,,62 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703243,978-1528703246,5.5 x 0.2 x 8.5 inches,3.2 ounces,Legacy,Science Fiction - Space Opera,James H. Schmitz,$14.99,,262.0,Vintage Sci-Fi Classics,January 2018,,1528703219,9781528703215,8.5 x 5.5 x 0.59 inches,0.74 pounds
19,1126,299,Hell Sent,Science Fiction : Space Opera,Michael Brown and Myles Edmundson,$12.00,,154 pages,CreateSpace Independent Publishing Platform,"""September 24, 2017""",English,1976537746,978-1976537745,6 x 0.4 x 9 inches,10.2 ounces,The Wreck  :  The Atlantis Chronicles,Science Fiction - Space Opera,Michael Brown and Myles Edmundson,$12.00,,174.0,Createspace Independent Publishing Platform,December 2017,,1981374531,9781981374533,9 x 6 x 0.37 inches,0.53 pounds
20,493,201,The Winds of Time,Science Fiction : Space Opera,James H. Schmitz,$9.99,,52 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703251,978-1528703253,5.5 x 0.1 x 8.5 inches,2.9 ounces,The Star Hyacinths,Science Fiction - Space Opera,James H. Schmitz,$9.99,,62.0,Vintage Sci-Fi Classics,January 2018,,1528703243,9781528703246,8.5 x 5.5 x 0.15 inches,0.2 pounds
21,500,271,The Planet of Doubt,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703383,978-1528703383,5.5 x 0.1 x 8.5 inches,2.4 ounces,Valley of Dreams,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,36.0,Vintage Sci-Fi Classics,January 2018,,1528703405,9781528703406,8.5 x 5.5 x 0.09 inches,0.13 pounds
22,500,228,The Planet of Doubt,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703383,978-1528703383,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Red Peri,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,72.0,Vintage Sci-Fi Classics,January 2018,,1528703391,9781528703390,8.5 x 5.5 x 0.17 inches,0.22 pounds
23,491,258,The Ultimate Weapon,Science Fiction : Space Opera,John W. Campbell Jr.,$9.99,,106 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703294,978-1528703291,5.5 x 0.2 x 8.5 inches,5.1 ounces,The Black Star Passes,Science Fiction - Space Opera,Jr. John W. Campbell,$12.99,,230.0,Vintage Sci-Fi Classics,January 2018,,1528703286,9781528703284,8.5 x 5.5 x 0.52 inches,0.65 pounds
24,426,160,Time Travel,Science Fiction : Space Opera,H. E. Sommers,$10.75,,280 pages,CreateSpace Independent Publishing Platform,"""January 29, 2018""",English,1984375768,978-1984375766,5 x 0.6 x 8 inches,13.1 ounces,"""Final Frontier War  :  Author, Time Travel""",Science Fiction - Space Opera,H. E. Sommers,$10.75,,282.0,Createspace Independent Publishing Platform,February 2018,,1984380354,9781984380357,8 x 5 x 0.59 inches,0.62 pounds
25,479,261,The K-Factor,Science Fiction : Space Opera,Harry Harrison,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703502,978-1528703505,5.5 x 0.1 x 8.5 inches,2.4 ounces,Planet of the Damned,Science Fiction - Space Opera,Harry Harrison,$12.99,,184.0,Vintage Sci-Fi Classics,January 2018,,1528703480,9781528703482,8.5 x 5.5 x 0.42 inches,0.53 pounds
26,890,896,STAR GATE - das Original: Die 7. Kompilation: Die Bnde 61 bis 70 der laufenden Serie STAR GATE  das Original  zusammengefasst! (STAR GATE  das Original - Kompilation) (Volume 7) (German Edition),Science Fiction : Space Opera,Wilfried A. Hary Hrsg.,$23.00,STAR GATE - das Original - Kompilation,366 pages,CreateSpace Independent Publishing Platform,"""November 7, 2017""",German,197949617X,978-1979496179,6 x 0.8 x 9 inches,1.4 pounds,"Star Gate - Das Original  :  Die Sechste Kompilation: ""Die Bande 51 Bis 60 Der Laufenden Serie Star Gate - Das Original - Zusammengefasst!""",Science Fiction - Space Opera,Wilfried a. Hary Hrsg,$20.99,,380.0,Createspace Independent Publishing Platform,April 2017,,1545504857,9781545504857,9 x 6 x 0.78 inches,1.12 pounds
